Nome do deputado,Tipo de gasto,Partido,Estado,Valor
PEPE VARGAS,Fuels and lubricants,PT,RS,134.28
WELLINGTON ROBERTO,Congressperson meal,PR,PB,59.75
DÉCIO LIMA,Fuels and lubricants,PT,SC,121.44
NELSON PELLEGRINO,Congressperson meal,PT,BA,12.0
CELSO MALDANER,Lodging except for congressperson from Distrito Federal,PMDB,SC,428.0
OTAVIO LEITE,Congressperson meal,PSDB,RJ,21.8
PAULO PEREIRA DA SILVA,Fuels and lubricants,SD,SP,50.0
JANETE CAPIBERIBE,Fuels and lubricants,PSB,AP,1700.0
ANDRÉ FIGUEIREDO,Fuels and lubricants,PDT,CE,50.0
ANDRÉ FIGUEIREDO,Fuels and lubricants,PDT,CE,114.95
CELSO MALDANER,Publicity of parliamentary activity,PMDB,SC,1800.0
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,12.3
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,20.0
FÁBIO RAMALHO,Fuels and lubricants,PMDB,MG,183.01
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,22.0
PAULO PEREIRA DA SILVA,Fuels and lubricants,SD,SP,100.0
RENATO MOLLING,Taxi toll and parking,PP,RS,15.0
WLADIMIR COSTA,Fuels and lubricants,SD,PA,307.98
PEPE VARGAS,Taxi toll and parking,PT,RS,22.0
MAURO MARIANI,Fuels and lubricants,PMDB,SC,100.0
MAURO MARIANI,Congressperson meal,PMDB,SC,57.25
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,1500.0
ROBERTO FREIRE,Congressperson meal,PPS,SP,60.4
DÉCIO LIMA,Fuels and lubricants,PT,SC,100.01
PAULO MALUF,Fuels and lubricants,PP,SP,160.0
JOÃO CAMPOS,Publicity of parliamentary activity,PRB,GO,3000.0
RICARDO TRIPOLI,Publicity of parliamentary activity,PSDB,SP,7000.0
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,25.0
ALICE PORTUGAL,Fuels and lubricants,PCdoB,BA,100.0
MARIA DO ROSÁRIO,Fuels and lubricants,PT,RS,60.0
CARLOS EDUARDO CADOCA,Congressperson meal,PDT,PE,55.36
CARLOS EDUARDO CADOCA,Congressperson meal,PDT,PE,53.9
PEPE VARGAS,Fuels and lubricants,PT,RS,175.27
FELIPE BORNIER,Publicity of parliamentary activity,PROS,RJ,18000.0
SILVIO TORRES,Telecommunication,PSDB,SP,143.63
ANDRÉ DE PAULA,Congressperson meal,PSD,PE,86.8
FLAVIANO MELO,Publicity of parliamentary activity,PMDB,AC,5500.0
PHS,Congressperson meal,,,450.6
ROBERTO FREIRE,Maintenance of office supporting parliamentary activity,PPS,SP,553.0
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,24.78
OSMAR SERRAGLIO,Lodging except for congressperson from Distrito Federal,PMDB,PR,175.61
NILSON PINTO,Fuels and lubricants,PSDB,PA,202.01
HUGO LEAL,Lodging except for congressperson from Distrito Federal,PSB,RJ,254.95
MILTON MONTI,Maintenance of office supporting parliamentary activity,PR,SP,949.0
DILCEU SPERAFICO,Congressperson meal,PP,PR,27.4
NILSON PINTO,Publication subscriptions,PSDB,PA,294.26
RENATO MOLLING,Congressperson meal,PP,RS,27.5
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,25.9
PEPE VARGAS,Fuels and lubricants,PT,RS,222.9
ASSIS DO COUTO,Congressperson meal,PDT,PR,22.6
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,25.0
DÉCIO LIMA,Maintenance of office supporting parliamentary activity,PT,SC,150.0
BENITO GAMA,Congressperson meal,PTB,BA,154.3
MAURO MARIANI,Lodging except for congressperson from Distrito Federal,PMDB,SC,220.22
CELSO MALDANER,Publication subscriptions,PMDB,SC,450.0
EDUARDO BARBOSA,Fuels and lubricants,PSDB,MG,181.3
DÉCIO LIMA,Congressperson meal,PT,SC,18.8
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,30.0
HUGO LEAL,Fuels and lubricants,PSB,RJ,60.0
HUGO LEAL,Lodging except for congressperson from Distrito Federal,PSB,RJ,254.95
JOSÉ OTÁVIO GERMANO,Fuels and lubricants,PP,RS,208.69
CELSO MALDANER,Publicity of parliamentary activity,PMDB,SC,550.0
PEDRO FERNANDES,Fuels and lubricants,PTB,MA,176.72
DÉCIO LIMA,Congressperson meal,PT,SC,21.3
RENATO MOLLING,Congressperson meal,PP,RS,9.6
MARCELO CASTRO,Fuels and lubricants,PMDB,PI,144.82
MARCELO CASTRO,Fuels and lubricants,PMDB,PI,140.03
HUGO LEAL,Fuels and lubricants,PSB,RJ,140.01
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,200.05
BENITO GAMA,Maintenance of office supporting parliamentary activity,PTB,BA,486.9
PAULO MALUF,Taxi toll and parking,PP,SP,15.85
GILBERTO NASCIMENTO,Fuels and lubricants,PSC,SP,700.0
TAKAYAMA,Congressperson meal,PSC,PR,39.2
DAMIÃO FELICIANO,Fuels and lubricants,PDT,PB,339.7
ALEX CANZIANI,Publicity of parliamentary activity,PTB,PR,3500.0
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.1
JOÃO CARLOS BACELAR,Fuels and lubricants,PR,BA,338.94
MARIA DO ROSÁRIO,Maintenance of office supporting parliamentary activity,PT,RS,144.21
AFONSO HAMM,Congressperson meal,PP,RS,23.48
PAULO TEIXEIRA,Publicity of parliamentary activity,PT,SP,3000.0
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,149.74
ONYX LORENZONI,Congressperson meal,DEM,RS,25.65
JOSÉ OTÁVIO GERMANO,Fuels and lubricants,PP,RS,162.22
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.0
JÔ MORAES,Taxi toll and parking,PCdoB,MG,18.0
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.0
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.0
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,22.0
JÔ MORAES,Fuels and lubricants,PCdoB,MG,30.0
RENATO MOLLING,Congressperson meal,PP,RS,26.5
HERÁCLITO FORTES,Postal services,PSB,PI,48.3
EDIO LOPES,Fuels and lubricants,PR,RR,5100.0
MARCOS MONTES,Telecommunication,PSD,MG,279.66
MARCOS MONTES,Telecommunication,PSD,MG,258.49
MARCOS MONTES,Maintenance of office supporting parliamentary activity,PSD,MG,529.8
RENATO MOLLING,Taxi toll and parking,PP,RS,15.0
GORETE PEREIRA,Fuels and lubricants,PR,CE,200.0
GORETE PEREIRA,Publicity of parliamentary activity,PR,CE,1000.0
MARIA DO ROSÁRIO,Maintenance of office supporting parliamentary activity,PT,RS,171.88
MARIA DO ROSÁRIO,Postal services,PT,RS,60.8
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,102.95
CHICO D'ANGELO,Congressperson meal,PT,RJ,60.4
PAULO MALUF,Taxi toll and parking,PP,SP,16.54
LOBBE NETO,Congressperson meal,PSDB,SP,47.9
DÉCIO LIMA,Publicity of parliamentary activity,PT,SC,11150.0
BENEDITA DA SILVA,Fuels and lubricants,PT,RJ,123.37
MARCUS VICENTE,Fuels and lubricants,PP,ES,70.07
AFONSO HAMM,Congressperson meal,PP,RS,32.25
PEDRO CHAVES,Congressperson meal,PMDB,GO,57.25
ANTONIO BULHÕES,Congressperson meal,PRB,SP,62.7
GORETE PEREIRA,Publicity of parliamentary activity,PR,CE,500.0
JOSUÉ BENGTSON,Fuels and lubricants,PTB,PA,100.0
JOSUÉ BENGTSON,Fuels and lubricants,PTB,PA,140.32
LIDERANÇA DO PT,Congressperson meal,,,3000.0
YEDA CRUSIUS,Maintenance of office supporting parliamentary activity,PSDB,RS,248.0
LUIZ FERNANDO FARIA,Congressperson meal,PP,MG,34.6
LOBBE NETO,Fuels and lubricants,PSDB,SP,70.0
LINCOLN PORTELA,Fuels and lubricants,PRB,MG,171.2
ELCIONE BARBALHO,Congressperson meal,PMDB,PA,55.04
PAULO MAGALHÃES,Fuels and lubricants,PSD,BA,100.0
MARIA HELENA,Postal services,PSB,RR,34.9
RENATO MOLLING,Congressperson meal,PP,RS,9.49
JOVAIR ARANTES,Maintenance of office supporting parliamentary activity,PTB,GO,163.0
NELSON PELLEGRINO,Congressperson meal,PT,BA,50.6
LOBBE NETO,Publicity of parliamentary activity,PSDB,SP,122.9
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,264.0
JÚLIO DELGADO,Fuels and lubricants,PSB,MG,100.0
RENATO MOLLING,Taxi toll and parking,PP,RS,54.0
RENATO MOLLING,Congressperson meal,PP,RS,72.07
RENATO MOLLING,Taxi toll and parking,PP,RS,15.0
RENATO MOLLING,Taxi toll and parking,PP,RS,15.0
RENATO MOLLING,Taxi toll and parking,PP,RS,15.0
JÚLIO DELGADO,Fuels and lubricants,PSB,MG,50.0
LAURA CARNEIRO,Fuels and lubricants,PMDB,RJ,146.4
PEPE VARGAS,Fuels and lubricants,PT,RS,159.75
PEPE VARGAS,Congressperson meal,PT,RS,38.72
PAULO ABI-ACKEL,Consultancy research and technical work,PSDB,MG,10000.0
JÚLIO CESAR,Fuels and lubricants,PSD,PI,5708.94
JÚLIO CESAR,Maintenance of office supporting parliamentary activity,PSD,PI,205.0
SARAIVA FELIPE,Automotive vehicle renting or charter,PMDB,MG,4200.0
PAULO ABI-ACKEL,Fuels and lubricants,PSDB,MG,100.0
LOBBE NETO,Publicity of parliamentary activity,PSDB,SP,7500.0
BENEDITA DA SILVA,Fuels and lubricants,PT,RJ,175.87
JOSÉ ROCHA,Fuels and lubricants,PR,BA,218.02
JAIME MARTINS,Publicity of parliamentary activity,PSD,MG,800.0
RAIMUNDO GOMES DE MATOS,Maintenance of office supporting parliamentary activity,PSDB,CE,151.08
JULIO LOPES,Maintenance of office supporting parliamentary activity,PP,RJ,1150.0
CHICO LOPES,Publicity of parliamentary activity,PCdoB,CE,3000.0
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,132.45
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,143.33
MARCUS VICENTE,Fuels and lubricants,PP,ES,130.03
AFONSO HAMM,Congressperson meal,PP,RS,30.0
CLEBER VERDE,Fuels and lubricants,PRB,MA,296.0
ELCIONE BARBALHO,Publicity of parliamentary activity,PMDB,PA,7900.0
AFONSO HAMM,Fuels and lubricants,PP,RS,151.05
CLEBER VERDE,Fuels and lubricants,PRB,MA,370.0
CELSO JACOB,Congressperson meal,PMDB,RJ,49.5
MARIA DO ROSÁRIO,Fuels and lubricants,PT,RS,221.03
ADEMIR CAMILO,Congressperson meal,PODE,MG,19.0
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,350.0
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,1988.0
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,640.0
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,1800.0
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.65
LUIZ SÉRGIO,Telecommunication,PT,RJ,33.79
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,1200.0
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,100.0
RODRIGO MAIA,Fuels and lubricants,DEM,RJ,215.01
EDUARDO BARBOSA,Fuels and lubricants,PSDB,MG,160.12
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,150.0
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,200.01
BENITO GAMA,Fuels and lubricants,PTB,BA,213.74
MARCOS MONTES,Publicity of parliamentary activity,PSD,MG,4000.0
BENITO GAMA,Maintenance of office supporting parliamentary activity,PTB,BA,2928.0
BENEDITA DA SILVA,Fuels and lubricants,PT,RJ,246.66
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,55.0
MARCOS MONTES,Fuels and lubricants,PSD,MG,1820.89
MARCOS MONTES,Fuels and lubricants,PSD,MG,1121.61
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,50.0
MARCOS MONTES,Publicity of parliamentary activity,PSD,MG,4000.0
BENEDITA DA SILVA,Maintenance of office supporting parliamentary activity,PT,RJ,240.0
BENEDITA DA SILVA,Maintenance of office supporting parliamentary activity,PT,RJ,23.99
BENEDITA DA SILVA,Taxi toll and parking,PT,RJ,20.0
BENEDITA DA SILVA,Taxi toll and parking,PT,RJ,15.0
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,185.0
LUIZ FERNANDO FARIA,Maintenance of office supporting parliamentary activity,PP,MG,555.0
LUIZ FERNANDO FARIA,Fuels and lubricants,PP,MG,176.66
LEONARDO QUINTÃO,Fuels and lubricants,PMDB,MG,662.13
LEONARDO QUINTÃO,Congressperson meal,PMDB,MG,3.8
PAULO PIMENTA,Fuels and lubricants,PT,RS,150.0
HENRIQUE FONTANA,Congressperson meal,PT,RS,32.0
AROLDE DE OLIVEIRA,Publicity of parliamentary activity,PSC,RJ,440.48
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,57.64
MARCO MAIA,Publicity of parliamentary activity,PT,RS,4500.0
NELSON PELLEGRINO,Taxi toll and parking,PT,BA,2.5
NELSON PELLEGRINO,Congressperson meal,PT,BA,53.24
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,145.04
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,170.0
DANIEL ALMEIDA,Congressperson meal,PCdoB,BA,51.06
CELSO MALDANER,Publicity of parliamentary activity,PMDB,SC,300.0
CLEBER VERDE,Fuels and lubricants,PRB,MA,314.0
LELO COIMBRA,Publicity of parliamentary activity,PMDB,ES,5600.0
LELO COIMBRA,Fuels and lubricants,PMDB,ES,2701.73
LEONARDO QUINTÃO,Fuels and lubricants,PMDB,MG,3148.31
LEONARDO QUINTÃO,Congressperson meal,PMDB,MG,25.63
MAURO MARIANI,Fuels and lubricants,PMDB,SC,187.54
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,25.0
IVAN VALENTE,Fuels and lubricants,PSOL,SP,161.03
IVAN VALENTE,Fuels and lubricants,PSOL,SP,85.0
IVAN VALENTE,Fuels and lubricants,PSOL,SP,175.04
JAIME MARTINS,Publicity of parliamentary activity,PSD,MG,400.0
EDUARDO DA FONTE,Fuels and lubricants,PP,PE,285.83
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,24.8
NILTON CAPIXABA,Publicity of parliamentary activity,PTB,RO,2000.0
OTAVIO LEITE,Congressperson meal,PSDB,RJ,47.09
OTAVIO LEITE,Congressperson meal,PSDB,RJ,44.0
BENEDITA DA SILVA,Fuels and lubricants,PT,RJ,100.0
MARCO MAIA,Publicity of parliamentary activity,PT,RS,300.0
LAERTE BESSA,Publicity of parliamentary activity,PR,DF,2000.0
LAERTE BESSA,Publicity of parliamentary activity,PR,DF,2000.0
NILTON CAPIXABA,Publicity of parliamentary activity,PTB,RO,1000.0
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,60.0
PEDRO FERNANDES,Fuels and lubricants,PTB,MA,208.37
VANDER LOUBET,Publicity of parliamentary activity,PT,MS,15270.0
TAKAYAMA,Fuels and lubricants,PSC,PR,50.0
JOSÉ AIRTON CIRILO,Fuels and lubricants,PT,CE,5800.0
DAMIÃO FELICIANO,Fuels and lubricants,PDT,PB,197.0
DAMIÃO FELICIANO,Telecommunication,PDT,PB,650.25
JOÃO CARLOS BACELAR,Congressperson meal,PR,BA,30.3
CARLOS SAMPAIO,Security service provided by specialized company,PSDB,SP,282.65
JÔ MORAES,Taxi toll and parking,PCdoB,MG,48.0
PATRUS ANANIAS,Postal services,PT,MG,24.75
CHICO ALENCAR,Congressperson meal,PSOL,RJ,13.75
JOSÉ MENTOR,Taxi toll and parking,PT,SP,13.0
HUGO LEAL,Fuels and lubricants,PSB,RJ,462.05
LUIZ SÉRGIO,Fuels and lubricants,PT,RJ,2645.75
OSMAR SERRAGLIO,Lodging except for congressperson from Distrito Federal,PMDB,PR,598.79
ANDRÉ DE PAULA,Congressperson meal,PSD,PE,36.23
JOSÉ MENTOR,Taxi toll and parking,PT,SP,13.0
ANDRÉ DE PAULA,Fuels and lubricants,PSD,PE,100.0
NELSON PELLEGRINO,Taxi toll and parking,PT,BA,4.4
NELSON PELLEGRINO,Taxi toll and parking,PT,BA,4.4
NELSON PELLEGRINO,Taxi toll and parking,PT,BA,4.4
ANDRÉ DE PAULA,Congressperson meal,PSD,PE,87.0
CARLOS EDUARDO CADOCA,Congressperson meal,PDT,PE,75.0
CARLOS EDUARDO CADOCA,Fuels and lubricants,PDT,PE,150.0
JOSÉ MENTOR,Fuels and lubricants,PT,SP,50.0
FÁBIO RAMALHO,Fuels and lubricants,PMDB,MG,150.0
FÁBIO FARIA,Fuels and lubricants,PSD,RN,3751.29
PAULO MALUF,Fuels and lubricants,PP,SP,75.0
OSMAR SERRAGLIO,Fuels and lubricants,PMDB,PR,218.27
MARIA DO ROSÁRIO,Fuels and lubricants,PT,RS,100.0
EDUARDO DA FONTE,Fuels and lubricants,PP,PE,100.0
DÉCIO LIMA,Fuels and lubricants,PT,SC,163.89
VANDER LOUBET,Fuels and lubricants,PT,MS,50.0
DÉCIO LIMA,Fuels and lubricants,PT,SC,100.04
DÉCIO LIMA,Fuels and lubricants,PT,SC,100.07
AFONSO HAMM,Maintenance of office supporting parliamentary activity,PP,RS,150.0
PEDRO CHAVES,Fuels and lubricants,PMDB,GO,190.1
JOSÉ CARLOS ARAÚJO,Maintenance of office supporting parliamentary activity,PR,BA,177.71
DÉCIO LIMA,Maintenance of office supporting parliamentary activity,PT,SC,161.39
JOSÉ CARLOS ARAÚJO,Maintenance of office supporting parliamentary activity,PR,BA,177.71
CARLOS SOUZA,Fuels and lubricants,PSDB,AM,100.0
DÉCIO LIMA,Fuels and lubricants,PT,SC,154.82
DÉCIO LIMA,Fuels and lubricants,PT,SC,50.0
LUCIANO BIVAR,Fuels and lubricants,PSL,PE,206.06
CLEBER VERDE,Fuels and lubricants,PRB,MA,215.19
CLEBER VERDE,Fuels and lubricants,PRB,MA,296.0
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,40.0
POMPEO DE MATTOS,Congressperson meal,PDT,RS,22.0
LINCOLN PORTELA,Telecommunication,PRB,MG,89.72
ALEX CANZIANI,Fuels and lubricants,PTB,PR,2548.0
CHICO D'ANGELO,Maintenance of office supporting parliamentary activity,PT,RJ,263.0
ONYX LORENZONI,Fuels and lubricants,DEM,RS,2850.91
JOÃO CAMPOS,Telecommunication,PRB,GO,35.87
ALEX CANZIANI,Publicity of parliamentary activity,PTB,PR,600.0
ONYX LORENZONI,Fuels and lubricants,DEM,RS,100.0
GERALDO RESENDE,Fuels and lubricants,PSDB,MS,176.01
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,115.0
GONZAGA PATRIOTA,Fuels and lubricants,PSB,PE,1949.92
LUIZ SÉRGIO,Fuels and lubricants,PT,RJ,147.0
SÉRGIO BRITO,Fuels and lubricants,PSD,BA,175.12
SÉRGIO BRITO,Fuels and lubricants,PSD,BA,150.0
PEDRO CHAVES,Publicity of parliamentary activity,PMDB,GO,2961.0
VANDER LOUBET,Publicity of parliamentary activity,PT,MS,15270.0
CELSO MALDANER,Maintenance of office supporting parliamentary activity,PMDB,SC,282.75
LUIZ SÉRGIO,Fuels and lubricants,PT,RJ,228.72
SILVIO TORRES,Fuels and lubricants,PSDB,SP,150.0
VICENTINHO,Fuels and lubricants,PT,SP,218.0
LOBBE NETO,Fuels and lubricants,PSDB,SP,614.19
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,141.2
SILVIO TORRES,Taxi toll and parking,PSDB,SP,213.74
JAIME MARTINS,Fuels and lubricants,PSD,MG,100.0
LOBBE NETO,Fuels and lubricants,PSDB,SP,131.02
WELLINGTON ROBERTO,Taxi toll and parking,PR,PB,165.0
ROBERTO BRITTO,Congressperson meal,PP,BA,141.0
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,10.7
CHICO D'ANGELO,Fuels and lubricants,PT,RJ,198.28
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,153.76
LUIS CARLOS HEINZE,Taxi toll and parking,PP,RS,15.0
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,98.61
RICARDO TRIPOLI,Maintenance of office supporting parliamentary activity,PSDB,SP,800.0
WELLINGTON ROBERTO,Publicity of parliamentary activity,PR,PB,2000.0
RICARDO TRIPOLI,Fuels and lubricants,PSDB,SP,2234.99
ROBERTO FREIRE,Congressperson meal,PPS,SP,117.5
ROBERTO FREIRE,Congressperson meal,PPS,SP,43.3
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,103.05
CARLOS EDUARDO CADOCA,Telecommunication,PDT,PE,84.88
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,186.0
ONYX LORENZONI,Fuels and lubricants,DEM,RS,120.0
BENITO GAMA,Lodging except for congressperson from Distrito Federal,PTB,BA,308.5
BENITO GAMA,Lodging except for congressperson from Distrito Federal,PTB,BA,289.8
MARCUS VICENTE,Fuels and lubricants,PP,ES,215.0
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,106.0
CELSO MALDANER,Telecommunication,PMDB,SC,392.59
ROBERTO FREIRE,Maintenance of office supporting parliamentary activity,PPS,SP,697.46
GONZAGA PATRIOTA,Telecommunication,PSB,PE,151.52
HUGO LEAL,Taxi toll and parking,PSB,RJ,7.0
HUGO LEAL,Taxi toll and parking,PSB,RJ,7.0
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,18.8
JOSÉ CARLOS ARAÚJO,Congressperson meal,PR,BA,110.0
JÔ MORAES,Telecommunication,PCdoB,MG,46.11
PEDRO CHAVES,Telecommunication,PMDB,GO,48.75
WELLINGTON ROBERTO,Fuels and lubricants,PR,PB,100.0
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,103.1
MARINHA RAUPP,Taxi toll and parking,PMDB,RO,50.0
CELSO MALDANER,Telecommunication,PMDB,SC,106.68
DILCEU SPERAFICO,Telecommunication,PP,PR,117.55
TAKAYAMA,Fuels and lubricants,PSC,PR,140.01
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,131.04
ANDRÉ DE PAULA,Telecommunication,PSD,PE,379.8
OSMAR SERRAGLIO,Congressperson meal,PMDB,PR,63.02
BENITO GAMA,Taxi toll and parking,PTB,BA,109.49
DÉCIO LIMA,Congressperson meal,PT,SC,41.0
DÉCIO LIMA,Congressperson meal,PT,SC,21.6
JOVAIR ARANTES,Telecommunication,PTB,GO,291.53
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.1
FÁBIO RAMALHO,Fuels and lubricants,PMDB,MG,207.91
HERMES PARCIANELLO,Telecommunication,PMDB,PR,143.04
HENRIQUE FONTANA,Congressperson meal,PT,RS,45.0
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,60.0
IVAN VALENTE,Fuels and lubricants,PSOL,SP,30.0
PAULO MALUF,Maintenance of office supporting parliamentary activity,PP,SP,1806.93
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,83.01
CHICO ALENCAR,Fuels and lubricants,PSOL,RJ,143.27
MARCO MAIA,Telecommunication,PT,RS,306.53
JOSÉ CARLOS ARAÚJO,Fuels and lubricants,PR,BA,100.0
IVAN VALENTE,Fuels and lubricants,PSOL,SP,80.44
LUIZ COUTO,Maintenance of office supporting parliamentary activity,PT,PB,3429.0
DILCEU SPERAFICO,Telecommunication,PP,PR,450.67
CHICO LOPES,Fuels and lubricants,PCdoB,CE,181.5
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,10.7
EDUARDO BARBOSA,Telecommunication,PSDB,MG,74.76
LOBBE NETO,Fuels and lubricants,PSDB,SP,92.08
DÉCIO LIMA,Telecommunication,PT,SC,224.26
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,79.1
REGINALDO LOPES,Lodging except for congressperson from Distrito Federal,PT,MG,142.0
HENRIQUE FONTANA,Congressperson meal,PT,RS,31.0
GORETE PEREIRA,Telecommunication,PR,CE,35.87
ELCIONE BARBALHO,Congressperson meal,PMDB,PA,49.09
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,124.66
PAULO MAGALHÃES,Fuels and lubricants,PSD,BA,228.01
MARIA DO ROSÁRIO,Publicity of parliamentary activity,PT,RS,4500.0
LINCOLN PORTELA,Fuels and lubricants,PRB,MG,176.03
BENEDITA DA SILVA,Fuels and lubricants,PT,RJ,80.0
CHICO D'ANGELO,Telecommunication,PT,RJ,221.99
CHICO D'ANGELO,Telecommunication,PT,RJ,475.16
JOÃO CARLOS BACELAR,Congressperson meal,PR,BA,112.0
BENITO GAMA,Fuels and lubricants,PTB,BA,91.52
JOÃO CAMPOS,Fuels and lubricants,PRB,GO,100.01
AFONSO HAMM,Fuels and lubricants,PP,RS,172.4
DELEY,Fuels and lubricants,PTB,RJ,194.54
DELEY,Fuels and lubricants,PTB,RJ,147.42
REGINALDO LOPES,Lodging except for congressperson from Distrito Federal,PT,MG,142.0
REGINALDO LOPES,Lodging except for congressperson from Distrito Federal,PT,MG,142.0
BENITO GAMA,Automotive vehicle renting or charter,PTB,BA,413.06
JAIME MARTINS,Maintenance of office supporting parliamentary activity,PSD,MG,945.95
MARCUS VICENTE,Maintenance of office supporting parliamentary activity,PP,ES,580.75
CHICO D'ANGELO,Fuels and lubricants,PT,RJ,100.0
FÁBIO RAMALHO,Maintenance of office supporting parliamentary activity,PMDB,MG,1453.19
JAIME MARTINS,Maintenance of office supporting parliamentary activity,PSD,MG,79.51
DELEY,Fuels and lubricants,PTB,RJ,108.31
PAULO MALUF,Flight tickets,PP,SP,2307.6
DELEY,Fuels and lubricants,PTB,RJ,84.79
CARLOS SOUZA,Fuels and lubricants,PSDB,AM,100.0
EDUARDO BARBOSA,Maintenance of office supporting parliamentary activity,PSDB,MG,246.0
LOBBE NETO,Maintenance of office supporting parliamentary activity,PSDB,SP,317.0
LOBBE NETO,Maintenance of office supporting parliamentary activity,PSDB,SP,317.0
DELEY,Fuels and lubricants,PTB,RJ,116.75
MARIA HELENA,Fuels and lubricants,PSB,RR,171.47
ELCIONE BARBALHO,Maintenance of office supporting parliamentary activity,PMDB,PA,426.6
LEONARDO QUINTÃO,Maintenance of office supporting parliamentary activity,PMDB,MG,1098.99
SÉRGIO BRITO,Maintenance of office supporting parliamentary activity,PSD,BA,599.18
DELEY,Fuels and lubricants,PTB,RJ,179.75
SÉRGIO BRITO,Maintenance of office supporting parliamentary activity,PSD,BA,615.83
DANIEL ALMEIDA,Maintenance of office supporting parliamentary activity,PCdoB,BA,741.95
LÁZARO BOTELHO,Telecommunication,PP,TO,185.57
JOSÉ ROCHA,Maintenance of office supporting parliamentary activity,PR,BA,895.41
CARLOS SOUZA,Fuels and lubricants,PSDB,AM,120.0
DANIEL ALMEIDA,Maintenance of office supporting parliamentary activity,PCdoB,BA,456.72
HUGO LEAL,Maintenance of office supporting parliamentary activity,PSB,RJ,842.78
HERÁCLITO FORTES,Maintenance of office supporting parliamentary activity,PSB,PI,4500.0
CELSO JACOB,Maintenance of office supporting parliamentary activity,PMDB,RJ,331.5
CELSO JACOB,Maintenance of office supporting parliamentary activity,PMDB,RJ,390.3
HUGO LEAL,Maintenance of office supporting parliamentary activity,PSB,RJ,796.3
SILVIO TORRES,Maintenance of office supporting parliamentary activity,PSDB,SP,462.12
BENEDITA DA SILVA,Telecommunication,PT,RJ,278.18
CARLOS SOUZA,Fuels and lubricants,PSDB,AM,120.0
NILSON PINTO,Flight tickets,PSDB,PA,959.6
JOSÉ CARLOS ARAÚJO,Maintenance of office supporting parliamentary activity,PR,BA,380.0
JOSÉ CARLOS ARAÚJO,Maintenance of office supporting parliamentary activity,PR,BA,380.0
